name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage(km/ltr/kg),engine,max_power,seats,price_per_kilometer
Maruti Alto K10 VXI Airbag,6,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.1,5.0,15281.837160751566
Hyundai Verna VTVT 1.6 SX Option,6,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591.0,121.3,5.0,67588.23529411765
Datsun GO D,9,150000,42000,Petrol,Individual,Manual,First Owner,20.63,1198.0,67,5.0,7270.964614638876
Hyundai Santro Xing GL Plus,12,187000,120000,Petrol,Individual,Manual,Second Owner,17.92,1086.0,62.1,5.0,10435.267857142857
Tata Safari DICOR 2.2 LX 4x2,14,425000,60000,Diesel,Individual,Manual,Second Owner,13.93,2179.0,138.03,7.0,30509.691313711413
Maruti 800 Std,13,150000,76000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,9316.770186335403
Ford Aspire Trend Plus,7,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,30392.1568627451
Skoda Octavia L and K 1.9 TDI (MT),18,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5.0,15060.24096385542
Hyundai Verna 1.6 SX VTVT AT,13,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591.0,121.3,5.0,30177.89072426938
Chevrolet Cruze LTZ AT,9,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998.0,163.7,5.0,50641.45847400405
Mitsubishi Pajero Sport Anniversary Edition,10,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477.0,178,7.0,92592.5925925926
Hyundai EON Era Plus,11,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,11848.341232227487
Honda Amaze VX i-DTEC,12,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,17248.062015503874
Volkswagen Jetta 2.0 TDI Comfortline,15,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896.0,105,5.0,26666.666666666668
Hyundai i20 1.4 CRDi Era,15,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396.0,90,5.0,15217.391304347826
Skoda Rapid Ultima 1.6 TDI Elegance,13,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598.0,103.5,5.0,14390.243902439024
Maruti Swift Dzire VXI 1.2,7,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,28288.543140028287
Toyota Innova Crysta 2.4 GX MT 8S BSIV,7,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393.0,147.8,8.0,120614.0350877193
Maruti 800 AC,13,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,6211.1801242236015
Ford Aspire Trend Plus,7,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194.0,94.93,5.0,33823.529411764706
Hyundai i20 1.2 Asta,7,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,38172.043010752684
Hyundai EON 1.0 Kappa Magna Plus Optional,7,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998.0,68.05,5.0,17241.379310344826
Maruti Alto K10 2010-2014 VXI,13,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,10516.25239005736
Renault Triber RXZ BSIV,6,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999.0,72,7.0,35000.0
Hyundai EON Magna Plus,12,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,9383.88625592417
Hyundai i20 1.4 CRDi Sportz,14,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396.0,90,5.0,15217.391304347826
Maruti Baleno Alpha 1.2,9,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197.0,83.1,5.0,30373.831775700935
Mahindra Verito 1.5 D4 BSIV,10,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461.0,65,5.0,18069.42463147884
Tata Zest Revotron 1.2 XT,11,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193.0,88.7,5.0,20489.470688673875
Skoda Rapid 1.6 MPI Elegance,13,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598.0,103.5,5.0,25666.666666666668
Hyundai Verna 1.6 SX CRDi (O),13,590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582.0,126.32,5.0,26433.6917562724
Mahindra XUV500 W4,12,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179.0,140,7.0,49668.87417218543
Fiat Grande Punto 1.3 Emotion (Diesel),14,254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248.0,75,5.0,12561.527093596058
Hyundai Grand i10 SportZ Edition,10,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,26402.116402116404
Maruti Swift Dzire AMT ZDI Plus,7,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248.0,74.02,5.0,25704.225352112677
Honda Jazz 1.5 V i DTEC,9,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498.0,98.6,5.0,23809.52380952381
Renault Pulse RxL,13,220000,75000,Diesel,Individual,Manual,First Owner,23.08,1461.0,63.12,5.0,9532.06239168111
Maruti Swift 1.3 ZXI,19,229999,110000,Petrol,Individual,Manual,Third Owner,19.41878335651954,,,,11844.150880996443
Maruti Swift 1.3 VXi,19,215000,90000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,,,,11071.754396385355
Tata Indica V2 DLS TC,19,100000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405.0,62,5.0,5952.380952380952
Hyundai Accent GLS 1.6,21,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599.0,94,5.0,7638.888888888889
Tata Indica Vista Aqua 1.4 TDI,16,152000,48000,Diesel,Individual,Manual,Second Owner,17.0,1405.0,71,5.0,8941.176470588236
Maruti Ignis Zeta AMT,5,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197.0,81.8,5.0,28721.87649593107
Chevrolet Tavera Neo 3 LS 10 Seats BSIII,9,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499.0,72.4,10.0,45655.37555228277
Toyota Platinum Etios 1.4 GXD,7,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.05,5.0,33064.85799067401
Maruti Swift LXI,5,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197.0,81.8,5.0,20980.66949552098
Hyundai Xcent 1.2 VTVT S AT,7,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197.0,81.86,5.0,33122.1198156682
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,7,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,38844.62151394422
Tata Tiago 2019-2020 XZ Plus Dual Tone,6,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199.0,83.83,5.0,18875.838926174496
Ford Figo 1.5D Titanium MT,10,480000,80000,Diesel,Individual,Manual,First Owner,25.83,1498.0,99,5.0,18583.042973286876
Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,17,110000,48676,Petrol,Individual,Manual,First Owner,19.7,796.0,35,8.0,5583.756345177665
Hyundai Santro Xing XL eRLX Euro II,19,105000,60000,Petrol,Individual,Manual,Third Owner,19.41878335651954,,,,5407.13586800215
Hyundai i20 1.2 Magna Executive,11,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197.0,81.83,5.0,22311.827956989244
Maruti Swift VXI BSIV,10,475000,51000,Petrol,Dealer,Manual,First Owner,22.0,1197.0,81.8,5.0,21590.909090909092
Maruti Ignis Zeta,8,525000,29000,Petrol,Dealer,Manual,First Owner,20.89,1197.0,81.8,5.0,25131.64193393968
Maruti Wagon R VXI 1.2,10,365000,28000,Petrol,Dealer,Manual,First Owner,20.52,1197.0,81.8,5.0,17787.524366471735
Maruti Swift VDI BSIV,14,375000,97000,Diesel,Dealer,Manual,First Owner,25.2,1248.0,74,5.0,14880.952380952382
Maruti Swift Dzire VDI,7,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5.0,26936.61971830986
Maruti Swift Dzire VDI,6,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,27112.67605633803
Renault KWID RXT,7,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13905.44298768375
Mahindra Scorpio 1.99 S6 Plus,10,875000,70000,Diesel,Individual,Manual,First Owner,15.4,1997.0,120,7.0,56818.181818181816
Mahindra XUV500 W6 2WD,11,780000,69000,Diesel,Dealer,Manual,First Owner,15.1,2179.0,140,7.0,51655.62913907285
Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,7,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248.0,88.5,5.0,39442.23107569721
Maruti Swift Dzire VDI,6,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248.0,74.02,5.0,28169.014084507045
Hyundai Verna 1.6 SX,13,350000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582.0,126.32,5.0,15681.003584229391
Volkswagen Polo Diesel Comfortline 1.2L,12,325000,120000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,14725.872224739465
Volkswagen Polo Diesel Comfortline 1.2L,12,360000,80000,Diesel,Individual,Manual,First Owner,22.07,1199.0,73.9,5.0,16311.735387403714
Maruti Alto K10 2010-2014 VXI,15,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,7074.569789674952
Maruti Baleno Delta 1.3,8,670000,36000,Diesel,Individual,Manual,First Owner,27.39,1248.0,74,5.0,24461.482292807592
Toyota Etios Liva GD,11,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364.0,67.04,5.0,18270.411191182706
Maruti Omni E MPI STD BS IV,8,260000,9000,Petrol,Individual,Manual,First Owner,16.8,796.0,34.2,8.0,15476.190476190475
Tata Nano Lx BSIV,13,70000,50000,Petrol,Individual,Manual,Second Owner,25.4,624.0,37.48,4.0,2755.9055118110236
Renault KWID Climber 1.0 MT BSIV,6,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999.0,67,5.0,13037.809647979138
Mahindra Xylo E4,14,150000,130000,Diesel,Individual,Manual,Second Owner,14.0,2498.0,112,7.0,10714.285714285714
Ford Figo Diesel Titanium,15,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399.0,68,5.0,13000.0
Maruti Swift Dzire VDi,13,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,16580.310880829016
Tata Nexon 1.2 Revotron XM,7,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,41176.470588235294
Volkswagen Polo Petrol Highline 1.2L,13,415000,80000,Petrol,Individual,Manual,First Owner,16.47,1198.0,73.9,5.0,25197.328476017003
Maruti Swift Vdi BSIII,17,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248.0,75,5.0,14606.741573033707
Tata Nano Cx,14,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624.0,35,4.0,2692.3076923076924
Toyota Etios Liva G,10,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197.0,78.9,5.0,29079.616036137773
Hyundai Verna 1.6 CRDi SX,9,803999,60000,Diesel,Individual,Manual,First Owner,23.9,1582.0,126.2,5.0,33640.12552301255
Skoda Octavia L and K 1.9 TDI (MT),18,275000,200000,Diesel,Individual,Manual,Second Owner,16.6,1896.0,122.4,5.0,16566.265060240963
Ford EcoSport 1.5 TDCi Titanium BSIV,8,934000,101000,Diesel,Individual,Manual,First Owner,22.77,1498.0,98.59,5.0,41018.884497145365
Ford Fiesta 1.4 Duratorq ZXI,18,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399.0,68,5.0,11797.752808988764
Toyota Innova 2.5 G (Diesel) 8 Seater,11,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494.0,100.6,8.0,80831.40877598153
Chevrolet Tavera B2 8 Seats BSIII,14,650000,250000,Diesel,Individual,Manual,Second Owner,14.8,2499.0,80,7.0,43918.91891891892
Chevrolet Cruze LTZ,13,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998.0,163.7,5.0,31791.907514450864
Chevrolet Tavera Neo LT-L - 9 seats BSII,15,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499.0,80,9.0,19256.756756756757
Honda Jazz 1.2 VX i VTEC,10,700000,22700,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,37433.1550802139
Hyundai Grand i10 Sportz,9,525000,45000,Petrol,Individual,Manual,First Owner,18.9,1197.0,82,5.0,27777.77777777778
Maruti Eeco 5 Seater AC BSIV,14,250000,36000,Petrol,Individual,Manual,Second Owner,15.37,1196.0,73,5.0,16265.452179570593
Maruti Swift Dzire ZDI,10,575000,57000,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74,5.0,21624.67092892065
Tata Tiago 1.05 Revotorq XZ,7,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047.0,69,5.0,19794.72140762463
Maruti Ertiga VXI,13,560000,59000,Petrol,Individual,Manual,First Owner,16.02,1373.0,93.7,7.0,34956.30461922597
Volkswagen Vento Diesel Highline,13,380000,200000,Diesel,Individual,Manual,First Owner,20.54,1598.0,103.6,5.0,18500.486854917235
Ford Figo Petrol Titanium,14,240000,80000,Petrol,Individual,Manual,Second Owner,15.6,1196.0,70,5.0,15384.615384615385
Chevrolet Spark 1.0 LT LPG,13,300000,70000,LPG,Individual,Manual,First Owner,13.2,995.0,60.2,5.0,22727.272727272728
Datsun RediGO S,7,280000,50000,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,12334.801762114537
Maruti Ritz VDi,14,350000,118000,Diesel,Individual,Manual,Second Owner,21.1,1248.0,73.9,5.0,16587.677725118483
Tata Indica Vista TDI LS,11,110000,250000,Diesel,Individual,Manual,Second Owner,19.1,1405.0,70,5.0,5759.162303664921
Tata Nexon 1.5 Revotorq XZ Plus,7,980000,20000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,45581.395348837206
Tata Nexon 1.5 Revotorq XZ Plus,7,969999,21871,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,45116.232558139534
Mahindra KUV 100 mFALCON D75 K8,9,357000,120000,Diesel,Individual,Manual,First Owner,25.32,1198.0,77,6.0,14099.52606635071
Tata Indica Vista TDI LX,11,280000,100000,Diesel,Individual,Manual,First Owner,19.1,1405.0,70,5.0,14659.685863874345
Mahindra Bolero 2011-2019 ZLX,13,430000,50000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,26942.35588972431
Maruti Swift VDI BSIV,11,217000,50000,Diesel,Individual,Manual,First Owner,19.41878335651954,,,,11174.747460537777
Maruti Alto 800 LXI Airbag,10,250000,70000,Petrol,Individual,Manual,First Owner,22.74,796.0,47.3,5.0,10993.843447669306
Chevrolet Enjoy 1.3 TCDi LS 8,9,525000,80000,Diesel,Individual,Manual,First Owner,18.2,1248.0,73.74,8.0,28846.153846153848
Tata Tiago 1.2 Revotron XZ,7,500000,25000,Petrol,Individual,Manual,First Owner,23.84,1199.0,84,5.0,20973.154362416106
Mahindra Scorpio S5 BSIV,6,1000000,60000,Diesel,Individual,Manual,First Owner,16.36,2179.0,120,7.0,61124.69437652812
Maruti Alto 800 LXI Optional,8,316000,25000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,12793.522267206477
Maruti Alto 800 VXI Optional,7,350000,50000,Petrol,Individual,Manual,First Owner,24.7,796.0,47.3,5.0,14170.04048582996
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,7,950000,14000,Diesel,Individual,Manual,First Owner,21.5,1497.0,108.5,5.0,44186.04651162791
Maruti 800 AC,20,45000,55425,Petrol,Individual,Manual,Second Owner,16.1,796.0,37,4.0,2795.0310559006207
Mahindra Bolero 2011-2019 SLX,12,475000,76000,Diesel,Individual,Manual,First Owner,15.96,2523.0,62.1,7.0,29761.90476190476
Toyota Fortuner 2.8 4WD AT BSIV,5,3200000,3000,Diesel,Individual,Automatic,First Owner,15.04,2755.0,174.5,7.0,212765.95744680852
Mahindra TUV 300 T8,9,600000,139000,Diesel,Individual,Manual,First Owner,18.49,1493.0,100,7.0,32449.97295835587
Volkswagen Vento 1.6 Highline,11,430000,100000,Petrol,Individual,Manual,First Owner,15.04,1598.0,103.2,5.0,28590.425531914894
Hyundai Creta 1.6 CRDi SX,10,965000,60000,Diesel,Individual,Manual,First Owner,19.67,1582.0,126.2,5.0,49059.481443823075
Skoda Rapid 1.6 MPI AT Elegance,12,395000,35000,Petrol,Individual,Automatic,Second Owner,14.3,1598.0,103.5,5.0,27622.377622377622
Tata Sumo CX 9 Seater,17,150000,120000,Diesel,Individual,Manual,First Owner,12.2,1948.0,68,9.0,12295.081967213115
Maruti Ertiga ZDI,12,700000,37659,Diesel,Individual,Manual,First Owner,20.77,1248.0,88.8,7.0,33702.45546461242
Maruti Ritz VDi,13,250000,89000,Diesel,Individual,Manual,Second Owner,23.2,1248.0,73.94,5.0,10775.862068965518
Maruti Ertiga ZDI,12,680000,37500,Diesel,Individual,Manual,Second Owner,20.77,1248.0,88.8,7.0,32739.528165623495
Tata Tiago 1.2 Revotron XTA,7,500000,5000,Petrol,Individual,Automatic,First Owner,23.84,1199.0,84,5.0,20973.154362416106
Hyundai Grand i10 1.2 Kappa Asta,12,420000,21000,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,22222.222222222223
Maruti Alto K10 LXI,8,290000,10000,Petrol,Individual,Manual,Second Owner,23.95,998.0,67.05,5.0,12108.55949895616
Maruti Swift Dzire VDI,8,750000,30000,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,26408.450704225354
Maruti Eeco 7 Seater Standard BSIV,10,300000,19800,Petrol,Individual,Manual,First Owner,15.37,1196.0,73,7.0,19518.542615484712
Maruti Ritz VDi,14,250000,90000,Diesel,Individual,Manual,Third Owner,21.1,1248.0,73.9,5.0,11848.341232227487
Honda Brio Exclusive Edition,11,335000,33033,Petrol,Dealer,Manual,First Owner,19.4,1198.0,86.8,5.0,17268.041237113404
Hyundai Grand i10 AT Asta,10,465000,63063,Petrol,Dealer,Automatic,First Owner,18.9,1197.0,82,5.0,24603.174603174604
Maruti Wagon R LXI Minor,18,100000,70000,Petrol,Individual,Manual,Second Owner,18.9,1061.0,67,5.0,5291.005291005292
Maruti Wagon R LX BSIII,18,100000,80000,Petrol,Individual,Manual,Second Owner,17.3,1061.0,64,5.0,5780.346820809248
Maruti Ertiga VDI,12,550000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248.0,88.76,7.0,26480.500722195477
Maruti Swift Dzire VDi,13,341000,120000,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,17668.39378238342
Hyundai Grand i10 1.2 CRDi Sportz,8,600000,50000,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,25000.0
Honda City i DTEC VX,11,650000,167000,Diesel,Individual,Manual,First Owner,25.1,1498.0,98.6,5.0,25896.41434262948
Chevrolet Spark 1.0 PS,17,75527,80000,Petrol,Individual,Manual,First Owner,16.0,995.0,63,5.0,4720.4375
Tata Indigo CS eLX BS IV,11,215000,100000,Diesel,Individual,Manual,Second Owner,25.0,1396.0,69.01,5.0,8600.0
Maruti Ciaz ZDi Plus SHVS,8,650000,60000,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,23139.90744037024
Renault Captur 1.5 Diesel RXT,8,900000,50000,Diesel,Individual,Manual,First Owner,20.37,1461.0,108.45,5.0,44182.62150220913
Hyundai i20 Sportz 1.2,11,500000,17000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,26881.720430107525
Maruti Baleno Delta 1.2,8,550000,46000,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,25700.934579439254
Maruti Swift VDI Optional,10,475000,60000,Diesel,Individual,Manual,First Owner,25.2,1248.0,74,5.0,18849.20634920635
Maruti Wagon R LX,19,65000,198000,Petrol,Individual,Manual,Second Owner,18.9,998.0,67.1,5.0,3439.153439153439
Hyundai Xcent 1.1 CRDi SX,10,425000,60000,Diesel,Individual,Manual,First Owner,24.4,1120.0,71,5.0,17418.032786885247
Toyota Corolla Altis Diesel D4DJ,13,476999,90000,Diesel,Individual,Manual,Fourth & Above Owner,21.43,1364.0,87.2,5.0,22258.469435370975
Chevrolet Spark 1.0 LS,14,150000,40000,Petrol,Individual,Manual,Second Owner,18.0,995.0,62,5.0,8333.333333333334
Maruti Alto LXi,14,225000,90000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,11421.319796954314
Maruti Alto LXi,15,190000,80000,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,9644.670050761422
Maruti Alto LX,22,100000,164000,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,5076.1421319796955
Mahindra Bolero SLE BSIII,14,400000,70000,Diesel,Individual,Manual,Second Owner,13.6,2523.0,63,7.0,29411.764705882353
Audi Q5 35TDI Premium Plus,7,3975000,31800,Diesel,Dealer,Automatic,First Owner,17.01,1968.0,188,5.0,233686.06701940033
Honda CR-V 2.0L 2WD AT,9,1350000,74000,Petrol,Dealer,Automatic,First Owner,13.7,1997.0,153.86,5.0,98540.14598540147
Jaguar XF 2.0 Diesel Portfolio,8,3200000,45000,Diesel,Dealer,Automatic,First Owner,19.33,1999.0,177,5.0,165545.78375581998
Jeep Wrangler 2016-2019 3.6 4X4,8,4100000,17000,Petrol,Individual,Automatic,First Owner,9.5,3604.0,280,5.0,431578.94736842107
Mahindra Thar CRDe AC,7,900000,12000,Diesel,Dealer,Manual,First Owner,16.55,2498.0,105,6.0,54380.664652567975
Toyota Camry 2.5 Hybrid,9,2000000,68089,Petrol,Trustmark Dealer,Automatic,First Owner,19.16,2494.0,157.7,5.0,104384.13361169102
Honda Jazz VX,9,550000,56494,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,30219.78021978022
Toyota Innova 2.5 VX (Diesel) 7 Seater,12,750000,79328,Diesel,Trustmark Dealer,Manual,Second Owner,12.99,2494.0,100.6,7.0,57736.72055427251
Honda Amaze V CVT Petrol BSIV,6,779000,7032,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,41000.0
BMW 5 Series 520d Sport Line,7,4000000,10000,Diesel,Dealer,Automatic,First Owner,22.48,1995.0,187.74,5.0,177935.94306049822
Land Rover Discovery Sport TD4 SE,6,4500000,21000,Diesel,Dealer,Automatic,First Owner,12.83,1999.0,148.31,7.0,350740.45206547156
Tata Hexa XE,8,969999,26500,Diesel,Dealer,Manual,First Owner,17.6,2179.0,147.94,7.0,55113.579545454544
Hyundai Grand i10 1.2 Kappa Magna AT,9,475000,45629,Petrol,Trustmark Dealer,Automatic,First Owner,18.9,1197.0,81.86,5.0,25132.275132275136
Hyundai Venue SX Plus Turbo DCT BSIV,6,1125000,3500,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,61983.47107438017
Honda CR-V 2.4L 4WD AT AVN,8,1650000,52000,Petrol,Dealer,Automatic,First Owner,12.0,2354.0,187.4,5.0,137500.0
Mahindra Bolero Power Plus SLE,6,740000,35000,Diesel,Individual,Manual,First Owner,16.5,1493.0,70,7.0,44848.48484848485
Mahindra KUV 100 G80 K2,7,400000,15000,Petrol,Individual,Manual,First Owner,18.15,1198.0,82,6.0,22038.56749311295
Maruti Wagon R LXI Optional,7,430000,14000,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,20965.382740126766
Mahindra XUV300 W8 Option BSIV,6,1132000,20000,Petrol,Individual,Manual,First Owner,17.0,1197.0,110,5.0,66588.23529411765
Maruti Wagon R LXI BS IV,8,352000,68850,Petrol,Dealer,Manual,First Owner,18.9,998.0,67.1,5.0,18624.338624338627
Tata Tiago 1.2 Revotron XE,9,252999,45775,Petrol,Dealer,Manual,First Owner,23.84,1199.0,84,5.0,10612.374161073825
Chevrolet Spark 1.0 LT,13,80000,70000,Petrol,Individual,Manual,Second Owner,16.2,995.0,62.1,5.0,4938.271604938272
Maruti Wagon R LXI,10,313000,68203,Petrol,Dealer,Manual,First Owner,21.79,998.0,67.05,5.0,14364.387333639284
Hyundai Grand i10 SportZ Edition,11,380000,30000,Petrol,Individual,Manual,Second Owner,18.9,1197.0,81.86,5.0,20105.82010582011
Renault KWID RXL,7,350000,25000,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,13905.44298768375
Renault Duster 85PS Diesel RxE,9,600000,90000,Diesel,Individual,Manual,Second Owner,19.87,1461.0,83.8,5.0,30196.27579265224
Tata Manza Aqua Quadrajet,14,88000,97343,Diesel,Dealer,Manual,First Owner,18.8,1248.0,90,5.0,4680.851063829787
Maruti Omni 8 Seater BSII,17,160000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.7,796.0,35,8.0,8121.827411167513
Maruti Omni E 8 Str STD,17,125000,70000,Petrol,Individual,Manual,Fourth & Above Owner,19.41878335651954,,,,6437.066509526369
Hyundai i10 Sportz,11,290000,31000,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,14243.614931237722
Mahindra Scorpio S4 7 Seater,11,650000,70000,Diesel,Individual,Manual,First Owner,15.4,2179.0,120,7.0,42207.792207792205
Maruti Eeco CNG 5 Seater AC BSIV,10,380000,20000,CNG,Individual,Manual,First Owner,21.94,1196.0,61.7,5.0,17319.96353691887
Hyundai EON D Lite Plus,11,180000,62000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,8530.80568720379
Maruti 800 AC,17,75000,29000,Petrol,Individual,Manual,First Owner,16.1,796.0,37,4.0,4658.385093167702
Tata Safari DICOR 2.2 LX 4x2,13,132000,82507,Diesel,Dealer,Manual,First Owner,13.93,2179.0,138.03,7.0,9475.951184493899
Chevrolet Beat LS,15,110000,60000,Petrol,Individual,Manual,Second Owner,18.6,1199.0,79.4,5.0,5913.978494623655
Maruti Alto K10 VXI,7,390000,10000,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,16283.9248434238
Hyundai i20 Asta 1.2,10,550000,70000,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,29569.892473118278
Hyundai Santro Xing XG,21,70000,70000,Petrol,Individual,Manual,Second Owner,19.41878335651954,,,,3604.757245334767
Maruti 800 AC BSIII,17,70000,59400,Petrol,Individual,Manual,Fourth & Above Owner,16.1,796.0,37,4.0,4347.826086956521
Hyundai EON Era Plus,12,275000,20000,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,13033.175355450236
Maruti SX4 Vxi BSIII,16,250000,125876,Petrol,Individual,Manual,Second Owner,15.0,1586.0,104.68,5.0,16666.666666666668
Jeep Compass 1.4 Limited Plus BSIV,6,2100000,5000,Petrol,Individual,Automatic,First Owner,16.0,1368.0,160.77,5.0,131250.0
Tata Sumo MKII GX BS IV,14,250000,90000,Diesel,Individual,Manual,Second Owner,13.55,2179.0,118.35,7.0,18450.18450184502
Isuzu D-Max V-Cross 4X4,8,1250000,56800,Diesel,Individual,Manual,First Owner,12.4,2499.0,134,5.0,100806.45161290323
Audi A4 2.0 TDI,11,1500000,60000,Diesel,Individual,Automatic,First Owner,16.55,1968.0,147.51,5.0,90634.44108761329
Toyota Innova Crysta 2.5 VX BS IV,14,800000,60000,Diesel,Individual,Manual,First Owner,12.8,2494.0,102,7.0,62500.0
Toyota Fortuner 4x2 Manual,11,1380000,150000,Diesel,Individual,Manual,First Owner,13.0,2982.0,168.5,7.0,106153.84615384616
